Tenant,MallCount
THONGTHAWEECHAI 1,1
KAOSOICHIANGMAI,1
CPS MEN,1
MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,1
เนื้อคู่,1
EASY PIECES,1
BANK OF CHINA,1
OH! JUICE,1
DKNY,1
BS BRANDNAME,1
KUAYTEAWRUERAYONG,1
HEEL CARE,1
LENG..YOKLOR,1
MOBIZZ,1
YOU R & COMMON,1
CHAENG WATTANA THE GOVERNMENT CENTER,1
CHAROVA,1
FUKU MATCHA CROSS2,1
CHATHONG CREATED,1
CHUAN KITCHEN,1
LAMOON,1
KHA NOY KOR SHABU,1
GIFT HOUSE,1
DANCE PLUS ACADEMY,1
DERMCARE CLINIC,1
MATH TALENT,1
URBAN AKTIV,1
CO GO ROUND,1
MEET FRESH,1
TORSLIP,1
I SERVICE MAC,1
WE,1
MAMAD,1
SEOGA & COOK,1
TWG TEA,1
LUZERNE,1
THE ESQUIRE BARBER CLUB,1
INTOYS,1
F PHONE,1
WARUNYUPA JEWELRY,1
JAS SOFA GALLERY,1
CHABAR,1
X2 THAILAND,1
COPPER 9,1
JETTS 24 HOUR FITNESS,1
CHIANGMAI ICE ARENA,1
THE CASSETTE MUSIC BAR,1
LUSTRO WARE,1
THE FARM,1
SBC FAMILY,1
CUTIE LAND,1
LADIE SPEED,1
PHATHARAMANEE,1
ZEBRA,1
THE EXCELLEN DAY SPA,1
QQ DESSERT SEATING,1
PATNASILP,1
G&J JEWELRY,1
PENNII PREMIUM POPCORN,1
HERS DIAMOND,1
AVIKA,1
BAO BAO,1
HELLO KITTY,1
STANG PHONE,1
KA MOO BO RAN KA THU,1
BRIGHT BABY,1
TORO FRIES PHUKET,1
VIRGIN SQUEEZE,1
TOSHINO,1
NARA THAI CUISINE,1
NAIL CARE,1
SINET,1
CORAVIN,1
NETA GRILL,1
CALVIN KLEIN JEANS,1
OISHI BIZ TORO,1
HAI DI LAO HOT POT,1
HARA,1
COMBI,1
KRUNGSRI BANK (BAY),1
NUIPHATHAI,1
RUNWAYS CLINIC,1
KATASIA,1
KARAMENYA MASUMOTO,1
SONY,1
GELATO,1
EYE LINK,1
OUTLET BY CLUB 21,1
P&A MOBILE,1
TAMNAKTHONG 5,1
HASHTAG956,1
HOITORDSIAMUMPAVA,1
YOU R,1
LEGEND WALKER,1
POP PRINT,1
KRAPHRAO TARD BORAN,1
JUN HAIR,1
BY MIN,1
KIMTEE FINE JEWELRY,1
CENTRAL,1
OVO,1
JUNGLE COFFEE,1
RADIANCE JEWELRY,1
KOREADONG,1
KAM'S ROAST GOOSE,1
SELF (JUICE),1
MIFFY,1
AIA,1
PLAYGRO,1
MAMA COOKS,1
ETACHA,1
TINY NOSE,1
MMC CLINIC,1
STONER,1
WANNA PUBLISHING,1
THE BEAUTY BOUTIQUE,1
I-GENIUS EDUCATION,1
LOCK BOX,1
IM AROI KAPRAO THAD,1
SUPER MODEL,1
JFOURT,1
AKITA CHA,1
SL,1
ECKO UNLTD,1
THANAPORN,1
KHUNYING HAIR SALON,1
ENT,1
IDEVICE SELECTION,1
SOMJAI,1
TRUE SHOP,1
NANA NAIL,1
VAVA FROZEN YOGURT,1
RUNGSANGKAOMUNKAI,1
SOKO,1
PLAYMONDO/PLAYSQUARE,1
BEBE CHERI,1
SEEK N KEEP CLUB,1
BLACK HOLE,1
SPARK,1
SRITHAI,1
BRUSTA,1
PAJARA,1
HELLO YOGURT,1
CAPTHAI,1
VICTORIA BY COCOTTE,1
CHARRIOL,1
I LOVE FRUIT,1
DEKKAR,1
FARLIN,1
CHALAENG MASSAGE,1
PHOENIX,1
KHAOKHAMU SEN LUI,1
ก๋วยเตี๋ยวเรือกลางกรุง,1
ISSEY MIYAKE TIMEPIECE,1
ก๋วยจั๊บน้ำข้นหม้อดิน,1
MILK KIDS' SALON&NAIL,1
KHAMOOTROKSUNG,1
HOME&LIVING,1
NAAMKAENGSAIPURSUKKAPAP,1
PANCAKE HOUSE,1
PHILIPS LIGHTING,1
DENMAN,1
ONE 2 PHONE,1
RICH JEWELRY,1
SEFARKHANOMJEEN,1
JBL,1
PEEWARA CLINIC,1
PRO GADGETS,1
B GRILL STEAK,1
CARMATE,1
ONSONJAEWHONSAMUNPAI,1
PRINT ONE,1
LUXURY LIVING,1
KHAWMONKAISINGKAPRO,1
KOOL TEC,1
KHUNTA THAI MASSAGE,1
BB PHONE,1
KHAMOOLERDLOD,1
YONNY,1
PPK BLOOD STATION ณ จันท์,1
HATSAYA,1
INSTA360,1
CENTRAL EDITION,1
SUPER,1
SANSOOK DENTAL CLINIC,1
SUSHI LIKE,1
WARABIMOCHI KAMAKURA,1
RAK ROI,1
HASGUARD,1
RAD NA SIAM GOONG YAK,1
AUGUSTINUS BADER,1
THE REPBLIC GRILL & RESTAURANT,1
TELEWIZ PLUS,1
RUMRUAY CHICKEN NOODLE,1
ANNA FASHION,1
THE KICK TAEKWONDO,1
AUKA,1
AC PHONE,1
ลูกก๊อ,1
KANOMWAN MAILA,1
ACTTO,1
ราดหน้าจักรพรรดิ์,1
FAMOSA,1
BABY ALIVE,1
LUCKY WARE,1
CHEESY FRIED SNACKS,1
DYNAMIC,1
BELLISSIMO,1
MEGA HARBORLAND,1
FARCENT,1
SQUISHMALLOWS,1
LALUNE,1
HADARA,1
FIRE PORK,1
MANEE ME MORE,1
SAP SA-DET,1
LIKE,1
MEEYAI STEAK ZEED,1
BA HAO TIAN MI,1
NESTLE,1
LA MEOW,1
UNCLE BUBBLE,1
YEAH,1
SHU GLOBAL,1
NAMPRIKKAIJEAWKHUNKAEW,1
KYODAI,1
ONI MILK & TEA,1
LUCKY SUKI,1
OWNSDAY,1
HONEY NUKA,1
COCO FRESH TEA & JUICE,1
HER HYNESS,1
KWANJAIPUDTHAIHOYTOD,1
CPK,1
CROSS,1
BINGSU BAN BAN,1
KUAYTIEWTOMYUMPLASENYENTAFO,1
CRAFT CODE ROBOTIC,1
HCT LANGUAGE SCHOOL,1
XONGDUR,1
MUSIC AVENUE,1
HAVEN,1
KA MOO HONG TAY,1
FIRST TIME SERVICE,1
YAK KAPROTARD,1
RAINBO,1
LORPOR,1
JS PHONE,1
GROUNDER,1
JINLONG HOUSE,1
FOTOYA,1
FIFTH AVENUE,1
CASA LAPIN SPECIALTY COFFEE,1
PINKFONG BABY SHARK,1
BUNGU,1
ASAI KHRIM KATHI SOT MATHACHAI,1
NEPP STUDIO,1
BLACKKIWI,1
HARBINGER,1
HERO GADGET,1
INTER,1
ELECTROLUX,1
SANAN SEAFOOD,1
KHAWKARNG SUWANNAPHUM,1
MARIO MINARDI,1
QUEEN BEAUTY,1
TAMMACHAATSEEFOOD,1
MEETING PRINT,1
ALA TURCA TURKISH CUISINE,1
ห้างทองเซ่งเฮงเยาวราช,1
GROW ON ME,1
RUMPHA,1
RPUPU BABIE,1
BUCK OFF DENIM,1
VALDUS CLINIC,1
MA LA AROI SA,1
MAISON KITSUNE,1
ECLAIRE,1
DILOK,1
KOREA THINKS LIKE,1
TWELVE VICTORY (42),1
SATIN,1
MIND,1
SINO,1
BREAKER,1
RED EAR,1
GPR,1
UBON COMPUTER,1
KHUNLUANG MASS,1
CLAUDIA & DAVIS,1
SMIGGLE,1
MARITINI,1
HENG HENG VINTAGE,1
MUSIC PLANT,1
NANPHRIK CHAKKRAPHAT,1
GINGER FARM KITCHEN,1
TRUST CLINIC,1
NAM PRIK MEA NANG,1
INDY CREPE & BAKED,1
SMART GEMS,1
KAREYA,1
WISDOM,1
PRÄLYN,1
JCP,1
SARIN,1
SILVER CROSS,1
SILVERLIT,1
ALL COCO,1
HARAJUKU CAFE CREPES,1
OHKAJHU,1
THAIPOST OFFICE,1
DELAVIE,1
FULL FILM,1
DARLING DOGS,1
CHILLI CHIC,1
JAMES KEY SERVICE,1
ECC,1
MORE PHONE,1
INFANTINO,1
MILK SHAKE,1
GUCCI BEAUTY,1
COZY N SAFE,1
NERF,1
SIRIPRAPAKAHOMBUANGTHAISEE,1
MOTTA SHOP,1
JONES SALAD,1
BANGKOK LATEX,1
SF KAO KAI JIEOW,1
VIJITTRA'S JEWELRY,1
ENABOT,1
MY BOXZ,1
THE RITZ CLTNIC,1
BRIGHT STARTS,1
KINLENN,1
MARSHALL,1
GLAMME CLINIC,1
DARLIN,1
SANAENAMPRIK,1
MIX PHONE,1
กินคลีนอยู่ดี,1
L'CLINIC,1
MARCATO,1
CW CURRYWURST,1
BEWELL,1
K-TOP EDUCATION,1
BANANA LEAF,1
I FIXER,1
TERACHAIKAIYANGBANGTAN,1
HANGTHONG AURORA,1
FIN DAY,1
ROOL,1
NAI PHONE,1
JEFFER STEAK,1
PIGEON,1
TA PAE TOM YUM NOODLE,1
KARAKATE GALLERY,1
GARLIC LITTLE HAIR,1
KIKI BEAUTY SPACE,1
RICHESSE BAKERY,1
JAPJAPTIEYKAIMARA AND KHAOMUNKANG,1
CASE DUCK,1
WELB BABY MAT,1
I-BRANDNAME,1
ตำมั่ว แจ่วฮ้อน,1
BABY&CO,1
KHAOKAENG IN TOE,1
DUNLOP,1
KIDDI KITCHEN ACADEMY,1
