Tenant,Degree,Malls,Categories,Community,Corporate,Betweenness,Eigenvector
ANANTA,4,Central Ladprao; Central Park; Central Rama 9; centralwOrld,Fashion & Apparel,1,,0.000652,0.007312
ANANTRA,1,Central Rama 3,Beauty & Wellness,,,0.0,0.0
ANASTASIA,1,Central Ladprao,Beauty & Wellness,,,0.0,0.0
ANASTASIA MIARAY,3,Central Chiangmai; Central Pinklao; centralwOrld,Beauty & Wellness,1,,0.000321,0.006847
ANDA PHONE,1,Central Chanthaburi,Technology & Electronics,,,0.0,0.0
ANDAMAN PEARL,1,Central Phuket Festival,Fashion & Apparel,,,0.0,0.0
ANDREW BROWN,8,Central Chiangmai; Central Ladprao; Central Pattaya; Central Phuket Floresta; Central Rama 3; Central Rama 9; Central Westville; centralwOrld,Central Department Store,1,,0.000465,0.021816
ANDREW CHRISTIAN,2,Central Phuket Floresta; Central Samui,Central Department Store,,,0.0,0.0
ANEEPARK,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ANELLO,23,Central Chanthaburi; Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Hatyai; Central Khonkaen; Central Ladprao; Central Nakhonsawan; Central Northville; Central Phitsanulok; Central Phuket Festival; Central Pinklao; Central Rama 2; Central Rama 9; Central Salaya; Central Si Racha; Central Ubon; Central Udon; Central Village Outlet; Central Westgate; Central Westville; centralwOrld,Fashion & Apparel,0,,0.000825,0.045446
ANGE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ANGEL BABY,18,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Korat; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Samui; Central Udon; Central Westgate; Central Westville; centralwOrld,Robinson Department Store,1,,0.000379,0.046255
ANGEL BRA BRA,9,Central Chaengwattana; Central Eastville; Central Ladprao; Central Nakhonpathom; Central Northville; Central Pinklao; Central Rama 2; Central Rama 9; Central Westgate,Fashion & Apparel,0,,0.000691,0.018598
ANGEL KIDS,14,Central Chiangmai; Central Chiangmai Airport; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Udon; Central Westgate; centralwOrld,Robinson Department Store,1,,0.000479,0.038455
ANGEL PHONE,1,Central Ubon,Technology & Electronics,,,0.0,0.0
ANGEL ZONE,1,Central Marina Outlet,Services & Education,,,0.0,0.0
ANGELINO RUFOLO,5,Central Ladprao; Central Pinklao; Central Rama 3; Central Rama 9; centralwOrld,Central Department Store,1,,0.000167,0.014171
ANGLE PHONE,1,Central Bangna,Technology & Electronics,,,0.0,0.0
ANIA,2,Central Ladprao; Central Westgate,Central Department Store,,,0.0,0.0
ANIMAL ICE CREAM,1,Central Marina Outlet,Food & Beverage,,,0.0,0.0
ANITA,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ANKO,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
ANN,1,Central Marina Outlet,Fashion & Apparel,,,0.0,0.0
ANN GUAY TIEW KUA GAI,1,Central Pinklao,Food & Beverage,,,0.0,0.0
ANN MOBILE,2,Central Khonkaen; Central Phuket Festival,Technology & Electronics,,,0.0,0.0
ANN&BRA,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ANNA LAUNDRY,1,Central Rama 3,Services & Education,,,0.0,0.0
ANNE KLEIN,2,Central Chonburi; Central Rama 9,Robinson Department Store,,,0.0,0.0
ANNE KOKKE,2,Central Bangna; Central Nakhonpathom,Fashion & Apparel,,,0.0,0.0
ANNICO,1,Central Rama 2,Fashion & Apparel,,,0.0,0.0
ANOLON,3,Central Phuket Floresta; Central Rama 3; Central Rama 9,Central Department Store,1,,0.00014,0.004021
ANONA,6,Central Chiangmai Airport; Central Hatyai; Central Park; Central Pattaya; Central Phuket Floresta; centralwOrld,Beauty & Wellness,3,,0.00049,0.009443
ANOTHER WAY WE SPEAK,2,Central Ladprao; Central Pattaya,Fashion & Apparel,,,0.0,0.0
ANRI BAKERY,2,Central Ladprao; centralwOrld,Food & Beverage,,,0.0,0.0
ANT PHONE,1,Central Rama 2,Technology & Electronics,,,0.0,0.0
ANTA,9,Central Nakhonpathom; Central Northville; Central Pattaya; Central Pinklao; Central Rama 2; Central Rama 9; Central Village Outlet; Central Westgate; centralwOrld,Fashion & Apparel,1,,0.000551,0.020239
ANTHOKID,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ANTIDOTES,2,Central Park; centralwOrld,Beauty & Wellness,,,0.0,0.0
ANUROJ,3,Central Pattaya; Central Phuket Floresta; Central Samui,Central Department Store,1,,3e-05,0.002408
ANYAMANEE,1,Central Chiangmai Airport,Fashion & Apparel,,,0.0,0.0
ANYANI GEMS,1,Central Eastville,Fashion & Apparel,,,0.0,0.0
ANYWHEEL,1,Central Chiangmai,Services & Education,,,0.0,0.0
AOM KA TUNG,1,Central Phitsanulok,Fashion & Apparel,,,0.0,0.0
AOM&BEE,1,Central Nakhonpathom,Technology & Electronics,,,0.0,0.0
AONE MY DOLPHIN,1,Central Westgate,Fashion & Apparel,,,0.0,0.0
APCO,1,Esplanade Ratchada,Food & Beverage,,,0.0,0.0
APELEE,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
APEX,18,Central Ayutthaya; Central Chaengwattana; Central Chiangmai; Central Chonburi; Central Eastville; Central Hatyai; Central Khonkaen; Central Korat; Central Nakhonpathom; Central Nakhonsawan; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Udon; Central Westgate; Central Westville,Beauty & Wellness,0,,0.0011,0.037893
APEX WELLNESS,2,Central Park; centralwOrld,Beauty & Wellness,,,0.0,0.0
APHISET MASSAGE,1,Central Phitsanulok,Beauty & Wellness,,,0.0,0.0
APHRODITE,2,Central Chaengwattana; Central Eastville,Beauty & Wellness,,,0.0,0.0
APM MONACO,2,Central Pattaya; centralwOrld,Fashion & Apparel,,,0.0,0.0
APP STORE,1,Central Udon,Technology & Electronics,,,0.0,0.0
APPLE BANGKOK,1,Central Chanthaburi,Technology & Electronics,,,0.0,0.0
APPLE HOUSE,6,Central Chonburi; Central Khonkaen; Central Ladprao; Central Suratthani; Central Westgate; centralwOrld,Technology & Electronics,0,,0.000271,0.011811
APPLE MONKEY,3,Central Phuket Floresta; Central Rama 9; centralwOrld,Central Department Store,1,,0.000188,0.00489
APPLE PHONE,1,Central Rama 9,Technology & Electronics,,,0.0,0.0
APPLE SHEEP,5,Central Hatyai; Central Khonkaen; Central Ladprao; Central Ramindra; Central Westville,Technology & Electronics,0,,9e-05,0.005727
APPLE SHOP,1,Central Chonburi,Technology & Electronics,,,0.0,0.0
APPLE STORE,1,centralwOrld,Technology & Electronics,,,0.0,0.0
APRIL BAKERY,1,Central Northville,Food & Beverage,,,0.0,0.0
APRIL CASE,1,Central Ayutthaya,Technology & Electronics,,,0.0,0.0
APRIL'S BAKERY,1,Central Chiangmai,Food & Beverage,,,0.0,0.0
APRILPOOLDAY,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
APT,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
AQUA,2,Central Pinklao; Central Rama 3,Beauty & Wellness,,,0.0,0.0
AQUA BEAUTY,1,Central Khonkaen,Beauty & Wellness,,,0.0,0.0
AQUA COSMETICS,8,Central Chiangmai Airport; Central Chonburi; Central Khonkaen; Central Ladprao; Central Pattaya; Central Pinklao; Central Rama 3; Central Rama 9,Beauty & Wellness,2,,0.000302,0.019326
AQUABABY,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
AQUAFLASK,4,Central Chiangmai; Central Nakhonpathom; Central Udon; centralwOrld,Fashion & Apparel,1,,0.000266,0.007166
AQUARIA,1,Central Phuket Floresta,Entertainment,,,0.0,0.0
AQUASWAN,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
ARAB PERFUME BY JAMEE,1,Central Hatyai,Beauty & Wellness,,,0.0,0.0
ARAYA PHONE,1,Central Nakhon Si,Technology & Electronics,,,0.0,0.0
ARCADE CROWN EXCHANGE,1,Central Chaengwattana,Bank & Financial Services,,,0.0,0.0
ARCHIBALD'S,1,Central Park,Fashion & Apparel,,,0.0,0.0
ARCHIVE026,1,centralwOrld,Central Department Store,,,0.0,0.0
ARCHIVEPKE,2,Central Ladprao; centralwOrld,Central Department Store,,,0.0,0.0
AREEYA FASHION DESIGN,6,Central Chiangmai Airport; Central Chiangrai; Central Hatyai; Central Marina Outlet; Central Pattaya; centralwOrld,Fashion & Apparel,3,,0.000132,0.008513
ARENA,3,Central Chiangmai Airport; Central Pattaya; Central Westgate,Robinson Department Store,2,,0.000136,0.004137
ARI FOOTBALL,11,Central Ayutthaya; Central Chiangmai; Central Khonkaen; Central Korat; Central Nakhonpathom; Central Phitsanulok; Central Pinklao; Central Rama 2; Central Rayong; Central Si Racha; Central Ubon,Fashion & Apparel,0,,0.00133,0.016588
ARI FOOTBALL CONCEPT STORE,2,Central Udon; Central Westgate,Fashion & Apparel,,,0.0,0.0
ARIES,2,Central Bangna; Central Westgate,Fashion & Apparel,,,0.0,0.0
ARIETE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ARIS GELATO,2,Central Eastville; Central Rama 3,Food & Beverage,,,0.0,0.0
ARISTOTLE BAG,1,centralwOrld,Fashion & Apparel,,,0.0,0.0
ARM MOBILE FIX OLED,1,Central Korat,Technology & Electronics,,,0.0,0.0
AROI BY APP,1,Central Ayutthaya,Food & Beverage,,,0.0,0.0
AROMATE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
AROME BKK,3,Central Chiangmai Airport; Central Park; centralwOrld,Beauty & Wellness,3,,0.0,0.000602
ARROW,21,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Korat; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Samui; Central Si Racha; Central Udon; Central Village Outlet; Central Westgate; Central Westville; centralwOrld,Fashion & Apparel,2,,0.00063,0.050163
ART ART DESIGN,1,Central Eastville,Services & Education,,,0.0,0.0
ART GALLERY,2,Central Hatyai; Central Korat,Entertainment,,,0.0,0.0
ART HOME,1,Central Chiangrai,Other,,,0.0,0.0
ART TOY MODEL,1,Central Chiangmai Airport,Entertainment,,,0.0,0.0
ART TOYS,1,Central Ladprao,Entertainment,,,0.0,0.0
ART TOYS KOMBINERY,3,Central Ladprao; Central Pinklao; centralwOrld,Central Department Store,1,,0.000313,0.007158
ART WALL,1,Central Chiangmai,Other,,,0.0,0.0
ART ZONE,1,Central Bangna,Other,,,0.0,0.0
ARTEPOLE,3,Central Park; Central Rama 9; centralwOrld,Beauty & Wellness,3,,4e-06,0.00096
ARTESA,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
ARTIFACT,1,Central Rama 2,Central Department Store,,,0.0,0.0
ARTY,7,Central Chiangmai Airport; Central Chiangrai; Central Pattaya; Central Pinklao; Central Rama 2; Central Rama 9; Central Udon,Robinson Department Store,2,,0.000328,0.0177
ARUNSAWAT,1,centralwOrld,Other,,,0.0,0.0
ASA,2,Central Phuket Festival; Central Rama 3,Services & Education,,,0.0,0.0
ASA SERIVCES,6,Central Bangna; Central Eastville; Central Ladprao; Central Park; Central Rama 9; centralwOrld,Services & Education,1,,0.002032,0.009113
ASABOVE,1,centralwOrld,Central Department Store,,,0.0,0.0
ASAVA,1,centralwOrld,Central Department Store,,,0.0,0.0
ASAVASOPON,1,Central Eastville,Technology & Electronics,,,0.0,0.0
ASHLEY,1,centralwOrld,Central Department Store,,,0.0,0.0
ASHOKA,2,Central Phuket Floresta; centralwOrld,Central Department Store,,,0.0,0.0
ASIA BOOKS,10,Central Bangna; Central Chaengwattana; Central Chiangmai Airport; Central Northville; Central Park; Central Pattaya; Central Pinklao; Central Rama 9; Central Udon; centralwOrld,Lifestyle & Specialty,3,,0.004539,0.019061
ASIA DIAMOND,1,Central Ubon,Fashion & Apparel,,,0.0,0.0
ASIA GOLD,2,Central Ayutthaya; Central Northville,Fashion & Apparel,,,0.0,0.0
ASIA MOBILE,1,Central Pinklao,Technology & Electronics,,,0.0,0.0
ASIA MOBILE2,1,Central Pinklao,Technology & Electronics,,,0.0,0.0
ASICS,16,Central Chiangmai; Central Chonburi; Central Hatyai; Central Khonkaen; Central Ladprao; Central Nakhonsawan; Central Park; Central Phuket Festival; Central Pinklao; Central Rama 2; Central Rama 9; Central Suratthani; Central Ubon; Central Village Outlet; Central Westgate; centralwOrld,Fashion & Apparel,0,,0.001152,0.033005
ASK,1,centralwOrld,Lifestyle & Specialty,,,0.0,0.0
ASUS,10,Central Chiangmai; Central Chiangrai; Central Chonburi; Central Khonkaen; Central Korat; Central Nakhon Si; Central Northville; Central Phitsanulok; Central Rayong; centralwOrld,Technology & Electronics,0,,0.000182,0.015225
ASV ASAVA,1,centralwOrld,Central Department Store,,,0.0,0.0
AT BED,1,Central Westgate,Lifestyle & Specialty,,,0.0,0.0
AT BED & HOME,1,Central Pinklao,Lifestyle & Specialty,,,0.0,0.0
AT EXCLUSIVE,1,Central Bangna,Fashion & Apparel,,,0.0,0.0
AT HOME,2,Central Ladprao; Central Pattaya,Central Department Store,,,0.0,0.0
AT MEDICAL CLINIC,3,Central Chiangmai; Central Khonkaen; Central Phuket Festival,Beauty & Wellness,0,,3.7e-05,0.002056
AT NOON,1,Central Udon,Fashion & Apparel,,,0.0,0.0
AT WATCH,1,Central Korat,Services & Education,,,0.0,0.0
ATCOCO THAILAND,1,Esplanade Ratchada,Food & Beverage,,,0.0,0.0
ATOM,1,Central Rama 2,Technology & Electronics,,,0.0,0.0
ATOM PHONE,1,Central Rayong,Technology & Electronics,,,0.0,0.0
ATONG AND FRIENDS,2,Central Pinklao; Central Rama 2,Lifestyle & Specialty,,,0.0,0.0
ATQ,2,Central Rama 9; Central Westgate,Central Department Store,,,0.0,0.0
ATTITUDE MOM,8,Central Korat; Central Ladprao; Central Phuket Floresta; Central Rama 2; Central Rama 3; Central Rama 9; Central Udon; centralwOrld,Central Department Store,1,,0.000402,0.021256
AU BON PAIN,1,Central Bangna,Food & Beverage,,,0.0,0.0
AUG,1,Central Krabi,Fashion & Apparel,,,0.0,0.0
AUGUST TOYS,5,Central Ayutthaya; Central Khonkaen; Central Korat; Central Mahachai; Central Udon,Other,0,,0.000138,0.004251
AUGUSTINUS BADER,3,Central Ladprao; Central Pinklao; centralwOrld,Central Department Store,1,,0.000313,0.007158
AUKA,9,Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Pattaya; Central Rama 2; Central Rama 9; Central Udon; Central Westgate,Robinson Department Store,2,,0.000446,0.023567
AUKEY,1,centralwOrld,Technology & Electronics,,,0.0,0.0
AUM PHUN,1,Central Nakhonpathom,Services & Education,,,0.0,0.0
AUMPHERYIM,1,Central Ubon,Services & Education,,,0.0,0.0
AUNCHALEE GALLERY,1,Central Chiangmai,Lifestyle & Specialty,,,0.0,0.0
AUNGAING MOBILE SHOP,1,Central Ubon,Technology & Electronics,,,0.0,0.0
AUNTIE ANNE'S,36,Central Ayutthaya; Central Bangna; Central Chaengwattana; Central Chanthaburi; Central Chiangmai; Central Chiangrai; Central Chonburi; Central Eastville; Central Hatyai; Central Khonkaen; Central Korat; Central Krabi; Central Ladprao; Central Lampang; Central Mahachai; Central Marina Outlet; Central Nakhon Si; Central Nakhonpathom; Central Nakhonsawan; Central Northville; Central Pattaya; Central Phitsanulok; Central Phuket Festival; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Rayong; Central Salaya; Central Si Racha; Central Suratthani; Central Ubon; Central Udon; Central Westgate; Central Westville; centralwOrld,Food & Beverage,0,CRG,0.000994,0.060182
"AUNTIE ANNE'S, MISTER DONUT, ARIGATO",1,Central Ramindra,Food & Beverage,,CRG,0.0,0.0
AURA,1,Central Chanthaburi,Fashion & Apparel,,,0.0,0.0
AURA RICH,1,Central Khonkaen,Beauty & Wellness,,,0.0,0.0
AURIN,1,Central Hatyai,Food & Beverage,,,0.0,0.0
AURORA,38,Central Ayutthaya; Central Bangna; Central Chaengwattana; Central Chanthaburi; Central Chiangmai; Central Chiangmai Airport; Central Chiangrai; Central Chonburi; Central Eastville; Central Hatyai; Central Khonkaen; Central Korat; Central Krabi; Central Ladprao; Central Lampang; Central Mahachai; Central Marina Outlet; Central Nakhon Si; Central Nakhonpathom; Central Nakhonsawan; Central Northville; Central Pattaya; Central Phitsanulok; Central Phuket Festival; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Ramindra; Central Rayong; Central Salaya; Central Samui; Central Si Racha; Central Suratthani; Central Ubon; Central Udon; Central Westgate; Central Westville,Fashion & Apparel,0,,0.001428,0.06141
AURORA DIAMOND,3,Central Chiangmai; Central Pinklao; Central Rayong,Fashion & Apparel,0,,4.1e-05,0.002254
AUTCHARA,1,Central Nakhonpathom,Fashion & Apparel,,,0.0,0.0
AUTHORIZED SERVICE CENTER,1,Central Northville,Technology & Electronics,,,0.0,0.0
AUTO 1,12,Central Chanthaburi; Central Chiangrai; Central Chonburi; Central Hatyai; Central Khonkaen; Central Krabi; Central Mahachai; Central Nakhonpathom; Central Rama 2; Central Si Racha; Central Westgate; Central Westville,Services & Education,0,,0.000578,0.017844
AUTO PLUS,1,Central Chonburi,Technology & Electronics,,,0.0,0.0
AUTOBOT,1,Central Rama 9,Technology & Electronics,,,0.0,0.0
AUTOQUIP,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
AVANT GARDE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
AVATR,1,Central Hatyai,Lifestyle & Specialty,,,0.0,0.0
AVEDA,5,Central Ladprao; Central Pattaya; Central Phuket Floresta; Central Pinklao; centralwOrld,Central Department Store,1,,0.000407,0.013194
AVENT,17,Central Chiangmai; Central Chiangrai; Central Chonburi; Central Korat; Central Ladprao; Central Nakhonsawan; Central Pattaya; Central Phuket Floresta; Central Pinklao; Central Rama 2; Central Rama 3; Central Rama 9; Central Samui; Central Udon; Central Westgate; Central Westville; centralwOrld,Robinson Department Store,1,,0.000439,0.045269
AVENTURINE CLINIC,1,Central Rama 2,Beauty & Wellness,,,0.0,0.0
AVOCADO,4,Central Ladprao; Central Nakhonpathom; Central Rama 9; Central Udon,Fashion & Apparel,0,,0.000262,0.007053
AVOCADO PRIDE,2,Central Pinklao; centralwOrld,Fashion & Apparel,,,0.0,0.0
AVOCADORIA,2,Central Rama 9; Central Westgate,Food & Beverage,,,0.0,0.0
AVY,2,Central Korat; Central Rama 9,Central Department Store,,,0.0,0.0
AWA,2,Central Phuket Floresta; Central Rama 9,Central Department Store,,,0.0,0.0
AWA PHONE,1,Central Rama 2,Technology & Electronics,,,0.0,0.0
AWESOME,1,Central Rama 9,Robinson Department Store,,,0.0,0.0
AX ARMANI EXCHANGE,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
AXISY,1,centralwOrld,Central Department Store,,,0.0,0.0
AYA SUNNY DAY,1,Central Phuket Floresta,Central Department Store,,,0.0,0.0
AYAMCHON,1,Central Hatyai,Food & Beverage,,,0.0,0.0
AYATANA,1,Central Chiangmai Airport,Beauty & Wellness,,,0.0,0.0
AZABU SABO,1,centralwOrld,Food & Beverage,,,0.0,0.0
AZTIQUE,6,Central Chiangmai Airport; Central Hatyai; Central Marina Outlet; Central Pattaya; Central Phuket Floresta; centralwOrld,Fashion & Apparel,3,,0.000264,0.009303
AZZARO,2,Central Rama 9; Central Westgate,Central Department Store,,,0.0,0.0
AZZURRO,1,Central Phuket Festival,Food & Beverage,,,0.0,0.0
Acato Acai,2,Central Chonburi; Central Si Racha,Food & Beverage,,,0.0,0.0
Accessories&Case,1,Central Westgate,Technology & Electronics,,,0.0,0.0
Ahmad Musk Shop,1,Central Hatyai,Beauty & Wellness,,,0.0,0.0
Akina Studio,1,Central Hatyai,Fashion & Apparel,,,0.0,0.0
AlX ARMANI EXCHANGE,2,Central Village Outlet; centralwOrld,Fashion & Apparel,,,0.0,0.0
Amarin Gems&Jewelry,1,Central Chanthaburi,Fashion & Apparel,,,0.0,0.0
Amethyst,1,Central Marina Outlet,Fashion & Apparel,,,0.0,0.0
Amnuay Scent,1,Central Si Racha,Lifestyle & Specialty,,,0.0,0.0
Amp phone,1,Central Rayong,Technology & Electronics,,,0.0,0.0
Anjuna Kids,1,Central Samui,Fashion & Apparel,,,0.0,0.0
Anker,6,Central Chiangmai; Central Northville; Central Park; Central Pinklao; Central Rama 9; centralwOrld,Technology & Electronics,1,,0.0007,0.012458
Araya Thailand,1,centralwOrld,Other,,,0.0,0.0
Arena,1,Central Rama 9,Fashion & Apparel,,,0.0,0.0
Aroma Truffle & Co. (Thailand),1,centralwOrld,Food & Beverage,,,0.0,0.0
Ashira Taekwondo,1,Central Udon,Entertainment,,,0.0,0.0
Aum phone,1,Central Rayong,Technology & Electronics,,,0.0,0.0
Aura Bangkok Clinic,3,Central Ladprao; Central Rama 2; centralwOrld,Beauty & Wellness,1,,0.000255,0.006636
Aura Bangkok Clinic/Aura Xpress,1,Central Westgate,Beauty & Wellness,,,0.0,0.0
Avocado tasty,1,Central Rayong,Food & Beverage,,,0.0,0.0
Avococo,1,Central Chaengwattana,Food & Beverage,,,0.0,0.0
Aya clothing,1,Central Udon,Fashion & Apparel,,,0.0,0.0
Ayatana,6,Central Hatyai; Central Krabi; Central Park; Central Pattaya; Central Phuket Floresta; centralwOrld,Beauty & Wellness,3,,0.000386,0.008072
A|X ARMANI EXCHANGE,1,Central Pattaya,Fashion & Apparel,,,0.0,0.0
B JAPAN SHOP,1,Central Chonburi,Lifestyle & Specialty,,,0.0,0.0
B PLAY,1,Central Phitsanulok,Technology & Electronics,,,0.0,0.0
B SA B,9,Central Eastville; Central Khonkaen; Central Northville; Central Pinklao; Central Rama 2; Central Rama 9; Central Westgate; Central Westville; centralwOrld,Beauty & Wellness,0,,0.000923,0.020301
