Source,Target,Weight,Floor,Category
L.A.B.X CLINIC,Mega Bangna,1,1F,Beauty & Wellness
LA MEOW MALA,Mega Bangna,1,GF,Food & Beverage
LACOSTE,Mega Bangna,1,1F,Fashion
LAEM CHAROEN SEAFOOD,Mega Bangna,1,1F,Food & Beverage
LASH BOUTIQUE,Mega Bangna,1,GF,Beauty & Wellness
LELE JUICE BAR,Mega Bangna,1,1F,Food & Beverage
LET'S MANDARIN,Mega Bangna,1,2F,Education
LEVI'S,Mega Bangna,1,1F,Fashion
LH BANK,Mega Bangna,1,1F,Bank & Financial Services
LIKE DENTAL CLINIC,Mega Bangna,1,1F,Beauty & Wellness
LIM LAO NGOW ORIGINAL,Mega Bangna,1,1F,Food & Beverage
LITTLE CHOUX,Mega Bangna,1,2F,Food & Beverage
LITTLE SPIDER & FRIENDS,Mega Bangna,1,GF,Entertainment
LOCKNLOCK,Mega Bangna,1,2F,Lifestyle & Specialty
LONG JOHN SILVER'S,Mega Bangna,1,2F,Food & Beverage
LONGINES,Mega Bangna,1,1F,Fashion
LULULEMON,Mega Bangna,1,1F,Fashion
LUSH,Mega Bangna,1,1F,Beauty & Wellness
LYN,Mega Bangna,1,1F,Fashion
LYN AROUND,Mega Bangna,1,1F,Fashion
MAISON BERGER PARIS,Mega Bangna,1,2F,Lifestyle & Specialty
MAJIME,Mega Bangna,1,1F,Food & Beverage
MAKALIN CLINIC,Mega Bangna,1,1F,Beauty & Wellness
MAKE A SMILE DENTAL CLINIC (MSDC),Mega Bangna,1,1F,Beauty & Wellness
MAMSA STONE,Mega Bangna,1,2F,Fashion
MANGO,Mega Bangna,1,1F,Fashion
MANY YEARS,Mega Bangna,1,2F,Lifestyle & Specialty
MARIMEKKO,Mega Bangna,1,1F,Fashion
MATCHA & MORE,Mega Bangna,1,1F,Food & Beverage
MATCHBOX,Mega Bangna,1,1F,Fashion
MATH TALENT BY DR. YING,Mega Bangna,1,2F,Education
MATTAYA VISION CENTER,Mega Bangna,1,2F,Fashion
MC JEANS,Mega Bangna,1,1F,Fashion
MC DONALD'S,Mega Bangna,1,2F,Food & Beverage
MC DONALD'S,Mega Bangna,1,1F,Food & Beverage
MERGE,Mega Bangna,1,1F,Fashion
MEZIO,Mega Bangna,1,2F,Fashion
MI STORE,Mega Bangna,1,2F,Technology
MIDO POP UP STORE,Mega Bangna,1,1F,Fashion
MILCH,Mega Bangna,1,1F,Food & Beverage
MILLE,Mega Bangna,1,1F,Beauty & Wellness
MINI KIDZOOONA,Mega Bangna,1,1F,Entertainment
MINI KIDZOOONA,Mega Bangna,1,1F,Entertainment
MINIMELTS,Mega Bangna,1,2F,Food & Beverage
MISTER CHOO,Mega Bangna,1,GF,Fashion
MISTER DONUT,Mega Bangna,1,1F,Food & Beverage
MISTY MYNX,Mega Bangna,1,1F,Fashion
MITH BANGKOK,Mega Bangna,1,2F,Beauty & Wellness
MIXUE,Mega Bangna,1,2F,Food & Beverage
MK LIVE,Mega Bangna,1,2F,Food & Beverage
MK RESTAURANT,Mega Bangna,1,2F,Food & Beverage
MLAB,Mega Bangna,1,1F,Fashion
